 4.941713361323841e-01  3.390385701106535e-66  9.617157644511292e-45  9.376645556709281e-133  6.929270714434621e-113  2.198550597973971e-133  6.236344320512486e-112  2.720190370703673e-117  2.408467254063047e-102
 7.906043210907703e-01  9.575745826927753e-66  9.617642869600737e-45  2.440905390791298e-132  6.929646641573585e-113  6.209492122874614e-133  6.236683352072205e-112  1.781923759128337e-116  1.577723018730785e-101
 1.264855216855296e+00  2.253133204329030e-65  9.618231337951330e-45  6.158890186823968e-132  6.930035826395723e-113  1.461057841528181e-132  6.237035131371516e-112  1.167568368327390e-115  1.033758349281626e-100
 2.023589647725158e+00  5.444458816194520e-65  9.618810310004538e-45  1.562899386387262e-131  6.930431283241783e-113  3.530504362661167e-132  6.237394638613451e-112  7.650680842334992e-115  6.771925971645969e-100
 3.237457542817649e+00  1.636886006073935e-64  9.619290129877812e-45  4.106579249854754e-131  6.930803224263308e-113  1.061450505988249e-131  6.237738344632750e-112  5.013790009430369e-114  4.435889819882016e-99
 5.179474679231214e+00  4.366260700937394e-64  9.619850062101703e-45  1.057279731653976e-130  6.931169509604830e-113  2.831282375629809e-131  6.238088430958235e-112  3.291914708648228e-113  2.906711912729452e-98
 8.286427728546842e+00  1.033438779460022e-63  9.620348922331812e-45  2.672778163543026e-130  6.931480203821422e-113  6.701327689590547e-131  6.238416185754461e-112  2.156507326063364e-112  1.904339055741748e-97
 1.325711365590110e+01  2.937106428639468e-63  9.620841867006854e-45  6.966313233847144e-130  6.931712259504353e-113  1.904546780386419e-130  6.238738016684341e-112  1.422405723533663e-111  1.247651970006152e-96
 2.120950887920194e+01  5.896226113677405e-63  9.621295524916262e-45  1.711656165582040e-129  6.931731664684842e-113  3.823450858094142e-130  6.239016398932293e-112  9.419470964009482e-111  8.172803685959601e-96
 3.393221771895331e+01  1.772982626976098e-62  9.621555861525245e-45  4.497529391572666e-129  6.931277412647795e-113  1.149706241857567e-129  6.239192299657999e-112  6.439384041757222e-110  5.352803132427615e-95
 5.428675439323859e+01  4.591420681789528e-62  9.621497677150247e-45  1.153344029167748e-128  6.929723169971466e-113  2.977325264593972e-129  6.239140218322274e-112  4.585384591580820e-109  3.504898541123785e-94
 8.685113737513532e+01  1.140312345467974e-61  9.620590572786432e-45  2.934164765439038e-128  6.925784644133513e-113  7.394466967522695e-129  6.238563212393174e-112  3.630422318067805e-108  2.294713770196153e-93
 1.389495494373140e+02  2.636474379362755e-61  9.617797044319312e-45  7.360685205325104e-128  6.916592549873155e-113  1.709658774316670e-128  6.236746409342648e-112  3.351504575954825e-107  1.500769474176323e-92
 2.222996482526196e+02  7.289904959351511e-61  9.610794256630404e-45  1.900417335868920e-127  6.896376385491367e-113  4.727188580527866e-128  6.232208676331450e-112  3.948693690911892e-106  9.794751261713802e-92
 3.556480306223128e+02  1.995955889273336e-60  9.594414901522659e-45  4.874072420990667e-127  6.853530580871865e-113  1.294295769866729e-127  6.221579526975565e-112  5.464800974250664e-105  6.369854919371229e-91
 5.689866029018311e+02  5.061830195476651e-60  9.558002550738833e-45  1.218736190757582e-126  6.766384036471779e-113  3.282389925091811e-127  6.197975074839637e-112  8.146215107706611e-104  4.114869285819578e-90
 9.102981779915234e+02  1.206847908892853e-59  9.480052403237621e-45  3.002279493588712e-126  6.597450172750299e-113  7.825929098994257e-127  6.147423788818831e-112  1.271620923453639e-102  2.622304302941646e-89
 1.456348477501245e+03  3.125893457877600e-59  9.319683478969640e-45  7.229102437070764e-126  6.288975372410814e-113  2.027011831297137e-126  6.043425555912964e-112  1.955563636279465e-101  1.633333345377858e-88
 2.329951810515372e+03  9.576843823993706e-59  9.007168250140551e-45  1.719316955469713e-125  5.768103799178264e-113  6.210200874275809e-126  5.840775229094830e-112  2.996729673614419e-100  9.777959452204838e-88
 3.727593720314937e+03  2.744613849153886e-58  8.440983679561511e-45  3.698114575898231e-125  4.974046962898906e-113  1.779767909256844e-125  5.473616549276708e-112  4.165115084833474e-99  5.499489030774650e-87
 5.963623316594654e+03  1.054017209036606e-57  7.508649835229160e-45  8.128745092075905e-125  3.912510144882257e-113  6.834865928038057e-125  4.869046295490820e-112  5.926230782230063e-98  2.819037540000886e-86
 9.540954763499949e+03  3.820540704089152e-57  6.159702719617598e-45  1.581987028645191e-124  2.709931339811944e-113  2.477461287239719e-124  3.994301241716446e-112  7.467722435949613e-97  1.271733534276440e-85
 1.526417967175234e+04  1.453669786175871e-56  4.504120913278799e-45  2.786308067998366e-124  1.595012137018672e-113  9.426443709944845e-124  2.920737689460781e-112  8.515406325538917e-96  4.873409315208932e-85
 2.442053094548658e+04  5.862694362354714e-56  2.840136880956412e-45  4.573679980228605e-124  7.748263665474720e-114  3.801720612127328e-123  1.841710380430371e-112  9.041057329589853e-95  1.541147370462786e-84
 3.906939937054624e+04  2.157096266401733e-55  1.507288243808907e-45  6.887763281099996e-124  3.057931443033295e-114  1.398788424483980e-122  9.774134901457958e-113  8.808991954365356e-94  3.960979035247027e-84
 6.250551925273980e+04  7.391531986677947e-55  6.671390809081629e-46  9.307127392250104e-124  9.825292854177759e-115  4.793100060621732e-122  4.326110420696940e-113  7.700001099522563e-93  8.289301735747144e-84
 1.000000000000000e+05  2.362018929537179e-54  2.482299330638229e-46  1.153564993960920e-123  2.621207589027723e-115  1.531670822026803e-121  1.609672092740015e-113  6.171995998479827e-92  1.441374037751891e-83
