,richness
0,2.413268050275647
1,2.2764341756166324
2,2.821975488175029
3,3.0958872386731504
4,3.098736432676102
5,2.6651357875478316
6,2.371511066313303
7,2.542993237341759
8,2.5747534380378685
9,2.871981070723464
10,1.8890428834342485
11,2.672288821185311
12,2.363383053658264
13,2.390770299318177
14,2.5192174537025593
15,2.5391766273405785
16,2.9428113842904167
17,2.4664129915926245
18,3.392170282102429
19,2.52574707193843
20,2.974073461225885
21,1.74213862739758
22,2.277032006391256
23,4.323400977993152
24,2.5291972187694225
25,2.71662754906151
26,2.786555862669616
27,2.489073692100146
28,2.2737486076985984
29,2.2913609674473583
30,2.3586736467344886
31,2.3201150247686964
32,2.856258079680239
33,1.8385634443465664
34,2.2942214900801576
35,4.792326441235491
36,4.403746196189823
37,2.401815777936757
38,3.7694749775235508
39,3.461856251201845
40,2.110087324216658
41,3.3572038701029574
42,3.1267906461552
43,2.9987467060284496
44,3.001139578741961
45,3.799367714538506
46,2.7199050099049082
47,1.8209826252286778
48,2.8216086056732177
49,1.9126409745375088
50,2.8583873959301314
51,1.945345931766675
52,2.4450671295253175
53,2.414174642729947
54,3.1339978271824647
55,2.0048839805452174
56,2.236257118468333
57,3.038182225858042
58,3.041905098166696
59,2.544286568548267
60,2.3486958524574932
61,1.6692379891291382
62,2.493483034698751
63,2.667825948264931
64,2.541203572919866
65,2.438591819478505
66,2.1633386455591403
67,2.5317144735678885
68,2.347157877992991
69,2.8637260360703403
70,3.254559751449863
71,1.8997715465289133
72,2.8910394828386874
73,3.015653557622693
74,2.965625460089319
75,1.905729377629374
76,2.051432715256229
77,2.6123675157823936
78,2.504260730761088
79,2.2011788133880503
80,3.127783405669944
81,2.3702171004305312
82,3.1234294153848503
83,2.722675144508059
84,2.4934025354875864
85,2.1933186731196375
86,3.0009474050097475
87,2.2823502455185647
88,2.8015166807309786
89,2.478585877893596
90,2.946792226826054
91,2.7654850407250056
92,2.3411061146976806
93,3.4571891993160695
94,3.300821885492846
95,2.9458182828731014
96,2.227246039806288
97,2.1602334027040864
98,2.3117814647835817
99,2.9660508323618533
100,2.9668806431546964
101,2.8687207292239707
102,2.537568279127805
103,2.6235202106846938
104,3.1667067956033113
105,2.0373505629086734
106,1.5834394442112796
107,2.864448922615179
108,2.655216633019
109,3.194401323800471
110,2.7957003923492145
111,3.1948178527303503
112,2.9690317716671233
113,2.7156559773240097
114,3.0974714153668046
115,0.6931471805599453
116,2.771148764717666
117,1.7042492106049503
118,2.5865222030043395
119,3.1274759623058648
120,1.6875731393155364
121,3.0537636927766107
122,2.282892726551163
123,2.442450798049861
124,1.6522182484188328
125,2.7649804516465273
126,2.9344539158477425
127,3.8916329208964764
128,4.144157402998658
129,2.5462706311317924
130,3.1701987220357477
131,3.85606621850119
132,2.8350346130400896
133,2.7574649351123877
134,2.383473973736483
135,3.3692808255772904
136,3.0942393993249224
137,2.782614732735602
138,2.6716883293150504
139,2.5095065714476505
140,2.3532423862032004
141,2.4873847683977557
142,2.510794375484971
143,2.837433982921105
144,2.173549882682757
145,3.0718562466069836
146,3.0732715689929635
147,2.7586638982864895
148,2.790207623304852
149,1.3913419977520332
150,3.560701978920791
151,2.7222664096539364
152,2.254710774164945
153,2.395880657178186
154,2.997559516302372
155,2.691166313420051
156,2.371484309343032
157,3.122172521835796
158,2.932223134711823
159,2.475056935820032
160,2.2982865057627677
161,2.259070288385153
162,2.557340370682487
163,2.527619203710637
164,2.823901579583231
165,2.79136006016106
166,2.335715522598827
167,3.696336365859602
168,3.2802865453731207
169,1.955494537726516
170,1.907450672485563
171,2.717354157501339
172,2.358908281830448
173,2.6561937171928385
174,3.0538445442074202
175,3.5119045749601967
176,3.198395285770754
177,1.2829670373713002
178,2.3682111834607706
179,2.6737738775512003
180,2.443265716246829
181,2.6825812552125865
182,2.6208927934169295
183,3.013135125885504
184,2.4466908220719494
185,2.1082016588176438
186,2.6701343316657162
187,2.4045288321709983
188,2.3081949595159443
189,3.2060510417523487
190,2.277860015302193
191,3.0644173302789253
192,2.8095429965527265
193,3.070202990869403
194,2.4838084478241544
195,2.0025067186669494
196,3.8084474473042196
