,richness
0,2.6390573296152584
1,3.6306012034254818
2,2.9841221217740883
3,2.979279518530939
4,2.514031325179412
5,3.5259207509954194
6,3.111008550601951
7,3.051433883612703
8,2.825523009941983
9,2.8099739005707702
10,3.0874962965242285
11,3.780687322608997
12,2.9953696714461415
13,2.86570051563709
14,2.70805020110221
15,3.178026613936722
16,2.52883705409652
17,2.7409714747974108
18,3.8199431663374734
19,2.9034954697035738
20,3.2417144387391095
21,3.07550304645773
22,3.7686184080102363
23,2.372630448526634
24,2.817432736068952
25,2.6691291973742977
26,3.4736138769807714
27,3.0687922294582455
28,3.1188597474000326
29,3.2564857130758402
30,3.753160318161286
31,2.5731012419738555
32,3.186741506652805
33,3.207859319865716
34,2.334498924513474
35,2.9881029565113817
36,2.392633982710377
37,3.225104812518674
38,3.8649194574248034
39,3.102935569544988
40,3.237189584195313
41,3.130932580833839
42,3.143573082260067
43,3.235785511275678
44,2.9696165335368634
45,2.9226651471860023
46,3.1643910900835084
47,2.530179025868892
48,3.273228729974895
49,3.1299106048750023
50,3.823424280421155
51,2.990589837908416
52,3.014684710899717
53,2.9099358678833953
54,3.0029870356684576
55,3.7668127322927605
56,2.384046682176159
57,2.5341602232556872
58,2.803289371092538
59,2.948601295648686
60,2.524189186030321
61,3.1388030904077717
62,2.8490504851826604
63,3.3402638777015494
64,2.6478977782714317
65,3.481262771197698
66,2.833213344056216
67,3.430630119368406
68,2.9099814163154947
69,2.3780184615993054
70,3.0708286173853843
71,2.7764615425423904
72,3.2327936437972817
73,2.4592741898154005
74,2.560581004285966
75,2.3952691236336823
76,3.1590099622688728
77,2.68451121140882
78,3.416315524941152
79,4.147294303316174
80,3.691487278748416
81,3.1354942159291497
82,2.823260651892024
83,3.1400761990137216
84,2.93137837780239
85,3.064478255209366
86,2.8190664225193514
87,3.000605296129328
88,2.94427620768763
89,3.397989600720631
90,2.814539855358328
91,2.7206183040167455
92,3.1379756535183687
93,3.0812241239909404
94,3.8719454861001505
95,3.1830833235990803
96,4.1543037876212
97,2.8917695507643937
98,3.1253063525451705
99,3.3319997479374264
100,2.9850541657586
101,3.059945379588926
102,2.6390573296152584
103,3.0827097461216777
104,3.062864167157663
105,2.255414115896072
106,2.8569403370583095
107,2.301389448332041
108,4.407944208004382
109,3.8318981728492183
110,3.429261664097233
111,3.5203326524320726
112,3.0014299239717945
113,3.602431893240797
114,2.8309327692527124
115,3.226538112980074
116,2.74839406855065
117,3.392634355888694
118,3.253421637192281
119,3.1683198044019245
120,3.6952817948714047
