,richness
0,3.0907878858002005
1,1.8216835002471776
2,2.3094828680006323
3,3.436549844217069
4,4.215039361709709
5,2.008798226382846
6,2.515399035957195
7,2.907303270519496
8,2.4811177635827875
9,2.4721330046921874
10,1.9317886895863123
11,2.8631836645947595
12,3.075046122655542
13,4.1820239575085925
14,2.1170821692475097
15,2.7541876903121403
16,2.954012011213675
17,2.619527997275505
18,2.3993394840530304
19,1.5700120078183235
20,2.2292632929650944
21,2.882346738694641
22,2.968231750123679
23,4.447942902374079
24,2.5975487755528306
25,2.508046976893395
26,2.4321266237048325
27,2.744580119742982
28,1.5113281087825245
29,2.7387735722960254
30,2.8087498701327913
31,2.189882387404329
32,1.9362186501053735
33,2.5375289305343367
34,2.3140165634816428
35,2.094145117877654
36,2.5066394135742986
37,1.8626403317794051
38,1.8002379463970866
39,3.6694598531377762
40,2.9402218282841064
41,2.6631939171777264
42,2.536039729885843
43,1.7686953514657218
44,3.8617441795386047
45,2.5060738445048005
46,2.830169744973515
47,2.849399584219875
48,3.1398325253588326
49,2.9986246179079536
50,2.9128931510315708
51,3.7684531391008598
52,2.6269745347564033
53,2.2678455947206615
54,2.565798717138878
55,2.45423553952769
56,2.2690541054130846
57,2.396314905817989
58,3.1347946918508054
59,1.7159051624935213
60,1.7167077703455305
61,2.8174206543801423
62,3.38081149150093
63,2.2584326754673314
64,3.407898886236184
65,2.6963365579518617
66,3.509734106574753
67,1.745343668884655
68,2.4200938482516823
69,3.14651982096134
70,1.347965440244407
71,1.6901328360649286
72,2.628049518772615
73,2.186591668971735
74,2.4576712765933
75,3.1002141272131696
76,2.2821451272179454
77,2.346596269837923
78,2.8366739176265994
79,2.7428417486713377
80,2.0976233278086838
81,2.715437485367337
82,1.3527982190876733
83,2.5279157342644707
84,2.550175192504588
85,2.6499683881655085
86,2.6422322790113504
87,2.810411196944997
88,4.381171616298827
89,2.1423214991864747
90,2.603682917616485
91,2.3215780140484497
92,1.8716003385237838
93,1.7780822555954283
94,2.48941542779276
95,3.216817860860515
96,3.68672461766519
97,2.8308221535005
98,3.05176130573286
99,2.5997530370247337
100,3.395607246148285
101,2.875726149250343
102,2.2235104593355817
103,2.989840635492158
104,2.1943384460370092
105,2.2335858177075725
106,2.9709238497783703
107,2.4182737317539402
108,3.0185933752909557
109,2.9239975533268536
