,richness
0,3.7244745009476974
1,3.370107464618979
2,2.700089518220673
3,2.468332209281035
4,2.5281419986300793
5,2.5173001997842515
6,2.992843742564684
7,2.8622575999803725
8,2.540704763218627
9,3.055012640547874
10,3.0774305602516523
11,3.0272541957316808
12,2.592216874716005
13,2.584544859787048
14,2.3300730487855854
15,2.4431343550616447
16,2.9800252513489127
17,2.922433352309625
18,2.987301677463797
19,2.322075618616896
20,2.5782290400799592
21,2.987984508636512
22,2.065830351998848
23,3.653735949015273
24,2.431981928929719
25,2.3743440118226506
26,2.2432900690216586
27,3.1377192781783343
28,3.3685335609330425
29,2.5627780755254665
30,2.188480277799163
31,2.40217953228038
32,2.534317955001078
33,2.6452366793954654
34,3.3734501448842167
35,3.5746181132065025
36,4.459026521155815
37,2.6399254321546914
38,3.832476162752394
39,2.7183811374497866
40,2.755530561019389
41,2.067343523132596
42,2.358357209456714
43,2.0578584058166594
44,3.3725096004397943
45,2.7697340344512313
46,3.0321176931331286
47,3.2537519272423485
48,2.238883269883624
49,2.646264635859235
50,3.264413406487109
51,3.178284155893556
52,2.3821689803673975
53,2.55232952786418
54,3.7761480728045558
55,2.1445544482298398
56,3.079043102935177
57,3.5811968059586112
58,3.0567381216636424
59,1.9738874287936474
60,2.4897470386164855
61,2.2410830124987204
62,2.5639403545116757
63,2.583319584877561
64,3.575323354545445
65,3.102128754040166
66,2.5724423962493503
67,2.517864051579809
68,2.1598616451880295
69,2.4850443054655518
70,2.9139075477728467
71,2.9762212175143623
72,2.941056115683417
73,2.702321406046393
74,2.6270529173458836
75,3.0393465702819826
76,2.9697528571560805
77,2.9433990697946237
78,2.5473882717138756
79,2.074023215018361
80,2.424235789620391
81,2.542227394784964
82,1.8127875160211784
83,3.250922610700633
84,2.49811096217766
85,2.79462955891234
86,3.576913346316231
87,2.5058968022287393
88,2.737751371611016
89,2.711594114841399
90,2.8297060009369153
91,2.1074993431562157
92,2.7741302615171506
93,1.6402831426844162
94,3.0919397980894896
95,3.4353917788885786
96,2.4245787854354637
97,2.919639958181003
98,3.6606316019785594
99,2.5001489308082143
100,2.6129793540352675
101,3.119855499922901
102,2.0513276158413745
103,2.7618634251569447
104,3.979556255454497
105,2.6515856952687313
106,2.9764139108964507
107,2.25302229023532
108,3.1387586561103755
109,3.3801192235394293
110,2.980510400137301
111,2.97599012308503
112,2.512393741360743
113,2.312241934429343
114,2.963336627817504
115,3.048241163253665
116,2.7642274802948337
117,2.4402600406786963
118,3.6478984527381297
119,2.729162647152319
120,2.8811323630554417
121,3.2732609949425586
122,3.166337208144794
123,3.059462246186132
124,2.67348733339589
125,1.9081319520849733
126,3.145015016628142
127,3.30662801914816
128,3.8259131565365507
129,2.2001483850789088
130,2.7422718766035774
131,1.8821862443194675
132,2.6635631324207183
133,2.3287583265619523
134,3.9838851553569063
135,2.4489418993689758
136,3.235553038180359
137,2.868676164232306
138,3.4707470420523565
139,2.877011907718118
140,2.435738945970067
141,2.7489045254343503
142,3.777377362306186
143,2.126508437631639
144,2.770200982253323
145,2.9143855177990146
146,3.0776229127308605
147,3.3775816416743067
148,2.723504007046392
149,3.1306697467012508
150,2.5526491771907764
151,3.516550482459114
152,2.228613034776259
153,3.345257383883244
154,3.0899748673323564
155,2.5659614664186807
156,2.7563930201823155
157,3.533009258250467
158,3.2535992748719993
159,2.8401739964502184
160,2.698354918276505
161,3.215811566969092
162,3.2815109458996887
163,3.095028393114292
164,2.6328871035693244
165,2.9065370722179003
166,3.122530642384029
167,2.524856654514476
168,3.526226568796987
169,2.447338581786597
170,3.0613611994442143
171,3.688311214643151
172,2.938743925866384
173,2.7493454625887774
174,2.864315525146374
175,2.6906620203088116
176,3.2101994974180794
177,3.196717554937815
178,2.961451304620251
179,3.2371800302463285
180,3.2613826333846467
181,2.5125159073737313
182,3.023130067731877
183,2.6020953850643065
184,2.890016819986977
185,2.5124469959077858
186,2.753289150193384
187,2.879817007291657
188,3.3217338835307157
189,2.0243007869991527
190,3.440933864524302
191,2.6917677751368863
192,2.4026687633998636
193,3.595253833827805
