,richness
0,2.819191036263432
1,2.928817812919628
2,3.785431110825568
3,2.515295959099975
4,2.349883505542256
5,2.866974077234929
6,2.441727089763059
7,3.3224826543891046
8,3.5556714467591637
9,2.9506311884251475
10,2.9100165463719194
11,3.1365701428915367
12,3.461206018015647
13,3.405971766889787
14,2.666087234030966
15,3.0876195223412446
16,2.89184787388241
17,2.8731902346221316
18,3.473841010198627
19,2.8226129512146763
20,3.2971401054942016
21,3.191784596766396
22,2.3291217627365346
23,3.849796864339851
24,2.406780107960977
25,2.9226975921472875
26,3.0745235659885264
27,3.2953244839991713
28,3.096406638087256
29,2.70805020110221
30,3.008567906522879
31,2.5159049114216936
32,2.538206460757337
33,3.1734398691733516
34,2.950051169279073
35,2.5861872410603852
36,2.7474137315256555
37,2.8143310829471324
38,2.636891458112838
39,3.0107766434881835
40,2.302585092994046
41,3.275834200289397
42,3.17536541117762
43,2.821424456055413
44,3.0924017809651554
45,2.9200010058443184
46,2.286731998055643
47,3.074892703468728
48,2.293834343906103
49,2.736432697339833
50,4.105749880645593
51,2.399373249740593
52,3.0447999117048874
53,2.683943792594768
54,2.5421022394689445
55,3.2013072657958035
56,2.7566417497489417
57,3.0659112133842346
58,3.8518435103565998
59,3.124422262125253
60,2.5633118514324296
61,3.4769033789739043
62,2.613197262676896
63,3.189054277663557
64,3.6317101017740034
65,2.0445917368260282
66,2.7595451327346443
67,3.1924317265709066
68,3.7750274307847835
69,3.4743197975062614
70,3.266200037208282
71,3.24577240455056
72,3.2501659210819542
73,3.4377828332059805
74,3.727074496782765
75,2.7408736007777077
76,3.130085528246439
77,3.085705604298751
78,2.76923660533691
79,3.3751066155087064
80,2.647780667042996
81,2.6880014850197793
82,2.7739158648198763
83,2.94680969910608
84,3.024667001501073
85,2.9821237798520954
86,2.7520638034926646
87,3.0758326731506913
88,3.110694758406515
89,3.0332049228393303
90,2.071115588280017
91,3.002112742507529
92,2.460019940714933
93,2.786093769791196
94,3.4755664947957463
95,3.4406449414184954
96,2.897935225164257
97,2.805454917213305
98,2.9155017892828097
99,2.8506181184607904
100,3.1269373063926253
101,3.1868057152193767
102,3.0778231835646506
103,2.688356213619436
104,3.086593639559284
105,2.60165511736793
106,2.5897669627422872
107,2.694727133490471
108,3.2489197953400826
109,2.98970541822458
110,2.3651940203538246
111,3.2333365202216777
112,3.042608811263075
113,2.4229557990475694
114,2.9636118363056436
115,3.118380519164867
116,2.2627639434780127
117,3.1865686290157766
118,3.1059759493666133
119,2.8429792802654945
120,2.989706916417988
121,2.7086299628002335
122,3.142742975785367
123,2.66125105708957
124,3.0986862543661173
125,3.0833780983244115
126,2.9492590558026115
127,2.944525805200658
128,3.0667706617163764
129,3.5438808271498425
130,2.3928735667754357
131,2.424909058837334
132,2.735396955437178
133,2.0552211771509103
134,3.3744111603104434
135,2.899962375405845
136,3.220425468375547
137,2.7427812641433293
138,3.350896634995417
139,2.792347222421877
140,3.0983251427481044
141,2.952422638788639
142,2.6540861680800436
143,2.60188662351978
144,3.4764831697226897
145,3.1904805516482693
146,3.062006696359723
147,2.437342724158484
148,2.61841473970562
149,2.888078248266604
150,3.1174396830221824
151,2.8451973832680313
152,2.930937126592007
153,2.8522723142647752
154,3.3279605610073495
155,2.8801837143348976
156,3.1367641466176748
157,2.9254658351967064
158,3.502838288135547
159,3.4540100068422377
160,2.7034258386057712
161,2.886708999111281
162,2.888384717714923
163,3.1745496985171155
164,1.725656456531556
165,3.1343133671089434
166,2.9821550311649534
167,2.3406377338205386
168,2.6844137426230548
169,2.978365641240671
170,2.4967583915323384
171,3.1523309400512485
172,2.865311538358253
173,3.1635061022379647
174,3.4763350389421688
175,3.1921452464756546
176,2.6993050160299368
177,2.205003597425695
178,3.455857844765525
179,3.066881583123493
180,2.9559061918088094
181,3.005985154674769
182,2.689779695005017
183,2.8257129277265665
184,2.663225489371409
185,3.3005314774019925
186,3.318208290128411
187,2.860769905838778
188,3.125784283991527
189,2.2937138895455553
190,2.712760140721394
191,2.4839566727535134
192,3.2086608615708907
193,2.585488268065795
194,2.6732629907830536
195,2.992427789339621
196,3.486749048778873
197,2.959031228821696
198,3.3166600299948295
199,2.4977434633341513
200,3.0276891123439675
201,3.337626042676679
202,2.70805020110221
203,3.0875237463173306
204,2.9108157716718006
205,2.5145212720980745
206,3.29450911870176
207,3.8611674007341055
208,3.645380937361758
209,3.170974769546493
210,3.504563217634802
211,2.839663485379826
212,2.9743419353010037
213,2.9758624632266897
214,3.2936690232075745
215,3.316352884881986
216,2.6557846479516267
217,2.4849066497880004
218,2.770862029942366
219,2.8662751168433345
220,3.5411686651342924
221,2.5201565188610138
222,2.457263139307454
223,3.4230768146847654
224,3.1378715455547357
225,2.6390573296152584
226,2.4888861424269635
227,3.70845660295268
228,3.513969607827675
229,3.264287974617644
230,3.0877302073232467
231,2.8103006211663164
232,2.595086776018062
233,2.9307272714250163
234,3.0995486822929847
235,2.8092497741421614
236,3.094620085839828
237,2.895558801394762
238,2.6650985028275205
239,2.6835636440934763
240,2.921043500006372
241,2.9454678455348215
242,2.5912048816494044
243,2.913206548988445
244,2.6517277316398733
245,3.256643153823252
246,3.2845305509962532
247,2.8833843713793366
248,2.5015217360923394
249,3.0633335332839122
250,2.8666511487997446
251,2.268070455096132
252,3.21535585973881
253,3.449107278082964
254,2.9301504936245313
255,3.1911153841193864
256,2.6244346184181464
257,2.7042996184528687
258,2.7092733387144596
259,2.7377070566789525
260,3.4696836218805296
261,2.960496131561014
262,2.929866270470675
263,2.610749114004225
264,2.9310557787624734
265,2.2505804251948156
266,2.8194792502271433
267,2.362142726215056
268,2.9799579811444232
269,2.3860408666010136
270,2.83857155661232
271,2.743873957613497
272,3.6896241480053376
273,2.884211401605592
274,2.356209848216703
275,3.246745877375515
276,2.3561790470653268
277,2.200283280268555
278,3.3349401224699164
279,2.6682613023817128
280,3.9433695896795378
281,2.872856741104864
282,2.7550578564899024
283,3.7059692639323725
284,3.2019443534367653
285,3.0479927121341874
286,3.263745735600588
287,2.3978952727983707
288,2.8446784450430322
289,2.856867485762583
290,3.6532107595022243
291,2.1767160846413582
292,2.3483232363174045
293,2.239009355283559
294,2.243297795205307
295,2.8102176242232932
296,2.646046232161691
297,2.7792903820139268
298,2.666158090075346
299,3.3093260035828127
300,2.8383179066064375
301,2.387156475245964
302,2.0879788969647612
303,3.105981817725309
304,2.6390573296152584
305,2.8397097540018734
306,2.8837291730917856
307,2.450106989242824
308,2.9949678150884815
309,3.588679876278737
310,2.848091405724401
311,3.1424205077825937
312,2.0561913255994537
313,3.2851796566616986
314,4.633160899943316
315,3.0766889025495345
316,3.541178336546585
317,2.9176447638596934
318,2.0245321054389747
319,3.1095072501779484
320,2.7543100014161914
321,2.8138558367906183
322,3.053517044556601
323,2.462598186903752
324,3.0801565014064383
325,3.0581144755831846
326,3.0990328701405856
327,2.9034102662110692
328,3.5830451457853276
329,3.424580782381877
330,3.1786852530749665
331,2.836856502712016
332,2.6716349569513342
333,3.1259409188257825
334,2.756694102997119
335,3.216992175138613
336,3.0167686616399094
337,3.1654953889280275
338,2.868475495088651
339,4.001443191794237
340,3.003889209788232
341,2.7070450650766507
342,3.188831991146091
343,2.6713788494596353
344,3.846943634210477
345,2.8814818457333895
346,3.2423555602206524
347,3.3411438015704147
348,1.8827925573325206
349,3.318714724528987
350,2.823944573274223
351,3.01037049866623
352,2.5596997753302153
353,2.4726255565754185
354,2.6071147262339354
355,2.0794415416798357
356,2.730895208722186
357,2.432691338184221
358,3.916718434171001
359,3.4379582804581608
360,2.9704740583018046
361,2.9315080522267247
362,3.196813795945666
363,2.708751306063091
364,2.987093070371553
365,2.9982138377097662
366,3.217540856850659
367,2.7467301272382927
368,2.9092178557726385
369,2.728440342845387
370,3.5094393707436358
371,2.839805805248385
372,2.63525417829831
373,3.0646585058206695
374,3.1932713937400496
375,2.9661492709286574
376,3.4466737889047168
377,3.014891621163466
378,3.0963861980980023
379,3.117465254235389
380,3.0660538687778653
381,3.794651698137262
382,3.1558235718903123
383,2.8482558753271534
384,2.2573720518207896
385,2.8524403203743063
386,2.800077029649031
387,2.833982109798457
388,3.396600950589494
389,2.5649493574615367
390,2.8885347110878876
391,3.2309489871436337
392,2.829429620405478
393,2.4194016485466037
394,2.410461867901823
395,2.381552773281367
396,3.4513661807818923
397,2.9610842596672584
398,3.771574759882119
399,3.6543415352549737
400,3.0003635089752914
401,3.7055050542417254
402,2.7352709230722
403,3.480699979324858
404,2.429406437202847
405,3.2585205481305604
406,3.030384242876547
407,2.993263906213609
408,3.1418292497905695
409,2.086978231478965
410,2.9203092115765488
411,2.6237317124010295
412,3.198364135184508
413,2.2363585842200666
414,2.833213344056216
415,2.6022129028474272
416,3.1900932199965264
417,2.5346226427704486
418,2.6581017899810515
419,2.356055357783548
420,2.6140168533190438
421,3.0193499497972773
422,1.8889250029819609
423,2.5691705908795694
424,3.3673695844122773
425,3.682916681090163
426,2.6592633728371564
427,2.9048269454803153
428,2.84446287620648
429,2.6728204206834665
430,2.7377612581739
431,3.533119926659186
432,2.592547727095236
433,2.993511630559814
434,2.6058222410023677
435,3.2119975325208827
436,2.9855961728063423
437,3.3934859722098647
438,2.79889871099042
439,3.597143723095859
440,2.826141142592738
441,2.466589815920146
442,2.956521949308318
443,3.3830909424765796
444,3.6871836525823816
445,3.329852852042459
446,3.3357148357716717
447,2.9194779395321584
448,4.32193819108988
449,2.6002364646271237
450,2.468933979705423
451,3.52539129832596
452,2.4595306241746813
453,3.239254118422471
454,3.4552570862834973
455,2.885153629419686
456,3.075972481136685
457,3.671611503962865
458,2.9806077833753166
459,3.753463369681407
460,3.0550499410796346
461,3.3410649394803005
462,2.7447124391088633
463,3.0667053879759907
464,2.4694203301830324
465,2.769125823773604
466,3.1904359376307454
467,2.8292623083318778
468,2.6543921693123043
469,3.2990607288789686
470,3.4218957821559046
471,3.2823799187578886
472,3.3697254408722523
473,3.2966179945605787
474,3.101170398143389
475,3.3331972412288255
476,3.7374142084913005
477,3.293802547230751
478,3.1376250087517743
479,3.007399274095898
480,2.703341412023332
481,2.8231281918194315
482,2.7733574744073053
483,2.600646163495171
484,2.55547206613001
485,3.1239441079313055
486,2.9835224005318355
487,2.8450179907303172
488,3.310137665784208
489,2.873205667031481
490,2.6310278850982365
491,2.9934948995049
492,3.088595998871469
493,2.8533699883415666
494,2.520642174420159
495,2.9070928722557396
496,2.8828887058758537
497,3.1642119581585915
498,2.83431402544358
499,3.4846948872967527
500,2.7554077128393524
501,2.9790970798676946
502,3.80947641068873
503,3.102620464815394
504,2.725232881982391
505,2.850917695645762
506,3.231981360350216
507,3.4860791435829763
508,2.990374904456541
509,2.5535777019314594
510,2.861650564226076
511,2.6144401629925746
512,3.13823459297451
513,3.741927899934375
514,2.6349296288188304
515,2.934846007108222
516,3.0728876826064906
517,2.6025715658232818
518,3.4540010074131766
519,2.9433596242887647
520,3.262662126020378
521,2.4051021096584373
522,3.0033538937472355
523,4.312960668403212
524,3.100929470688715
525,2.4079743106659914
526,3.0236897352419594
527,3.0670321321004304
528,2.985803000237649
529,3.481248654118397
530,3.3931450981051974
531,3.1214460448365893
532,2.70805020110221
533,2.0646688761607868
534,2.442221016078119
535,3.057780403356932
536,2.812540509650674
537,3.6150254692539914
538,3.3482074120844265
539,2.7642668533047376
540,1.7194716365435787
541,3.48367640662877
542,3.273784037899522
543,2.3849044497874257
544,3.0220323312038566
545,2.9855465157388954
546,2.6942350331810525
547,3.754366132921789
