,richness
0,2.5344747508689958
1,4.4574975873631475
2,2.7482087103858484
3,2.9448381166337048
4,3.2113945610097376
5,2.931517002709878
6,3.3300601159258174
7,2.919318682726036
8,2.5980546807619356
9,3.4360765306085375
10,3.0804395537908213
11,2.763420157581361
12,3.0283251252099435
13,2.772588722239781
14,2.8278739429659336
15,3.9610555808755286
16,3.3551858979605944
17,2.8587841832295333
18,2.7577479852557047
19,3.12322901156796
20,3.250092093992039
21,3.327699051235711
22,2.8162131304141513
23,3.274578275115097
24,2.249291266974502
25,3.2849364472058986
26,2.8149951320707767
27,2.642205574198404
28,2.529421030930806
29,1.6094379124341003
30,2.391911349751839
31,2.814367609956067
32,3.1006875582913747
33,3.9429870861161485
34,3.0534601074639407
35,2.977353355087926
36,3.1667036255483105
37,3.348576782095663
38,3.350138556686057
39,2.7159889606315613
40,3.004252933165435
41,3.4188472156864833
42,2.3781701359887126
43,3.2216322927366683
44,2.6560030749476726
45,2.6087724035832456
46,3.458834309700494
47,3.414784039460254
48,2.5533959363672665
49,3.025688852133618
50,3.739187606530069
51,2.8658025774154003
52,3.1344026979069817
53,3.122479410699065
54,2.981198271454092
55,3.159938343585908
56,3.258096538021482
57,3.2351622465037266
58,2.7947770822724913
59,2.6876143060163122
60,3.1375128036098547
61,3.1319326069108553
62,3.663220208561704
63,3.7569366016200245
64,3.041061978814514
65,3.1737995513966446
66,4.172060234395752
67,3.0017309658220177
68,3.209418014152305
69,3.2490447314742235
70,2.7399693399927716
71,2.3715579589279225
72,3.1069412955768123
73,2.779192995792362
74,2.4846411783252766
75,3.0332344685988963
76,2.7019912272692084
77,2.9329918171861045
78,2.923477802664288
79,2.464768968684886
80,2.5139839439638227
81,3.821313591036313
82,2.5073219495100902
83,3.4072688726986646
84,2.7709808366609288
85,3.305366238225877
86,2.856686769104518
87,3.42533214013437
88,2.7632994792575953
89,3.4497176861537464
90,3.2590809299431798
91,2.997652472143946
92,2.8888928010560804
93,3.366365257978403
94,2.6523721422324233
95,2.6737673950993552
96,3.0542186656459256
97,2.637126454109932
98,2.455146002499538
99,3.1997995225440476
100,3.231924264177658
101,3.338032314770656
102,3.1265153724020625
103,3.0075932976415034
104,2.945468632302263
105,3.173528896758418
106,2.3884188654934215
107,2.6565795705506763
108,2.6949371480822397
109,2.9523030181925902
110,3.8030318769600417
