,richness
0,3.119966320939919
1,2.5823675499983
2,2.207130350071378
3,2.6724273351660965
4,2.594330542151406
5,2.898280236954919
6,2.7198077331493815
7,2.2011195160956
8,2.6681726553637395
9,2.472890375044516
10,3.143295616357134
11,2.489106674811892
12,2.8972195050715177
13,2.287187235749946
14,1.9730496453732267
15,2.9307139359082046
16,2.637859373616267
17,2.1407145281434192
18,3.394137240497408
19,2.6696997703732865
20,2.8047740052852754
21,2.749425860421191
22,2.7150209989921765
23,2.3838419844829626
24,3.129334873799589
25,2.287873619246225
26,2.7273743177613303
27,3.326250190628599
28,3.591108052085768
29,2.264105134167895
30,2.709407975984891
31,2.998127270090643
32,2.3993846830925856
33,2.8759754203548935
34,2.449436181319028
35,2.033659038918817
36,2.4577299557818297
37,3.846916556249698
38,3.039786125323227
39,2.761241345820507
40,1.9831774219023777
41,2.890504595661651
42,2.2508907222783883
43,3.1087791124312996
44,3.4683021462309065
45,2.4178242778681844
46,1.9422165642513918
47,2.849826011886922
48,2.8924833972601656
49,2.57164669968481
50,2.3116076395202168
51,2.1561718873593887
52,2.5213216209018356
53,3.31679544178007
54,2.6712730771337916
55,2.3207830621749093
56,2.7033638486753255
57,3.409105728929238
58,3.3871607750005674
59,2.5592178372153183
60,3.6648590280218816
61,2.6634282208869586
62,2.667263097060689
63,2.9112456122450716
64,2.586378367219322
65,2.1143533765918248
66,1.9148574279355808
67,3.1207118159228315
68,1.7326609752080222
69,2.3064100201120095
70,2.285072393493513
71,2.613562254556598
72,2.2626941401364236
73,2.466614385915962
74,2.481330743149405
75,2.8623953760556784
76,2.956901889213553
77,3.093807149074246
78,2.22673204312955
79,2.617594759899356
80,2.848729441833671
81,2.5590631041804
82,2.467837223496191
83,2.6304593752878493
84,2.3816160162466913
85,2.309703342241214
86,2.9087626401269473
87,2.3799719337673735
88,2.3354081927118435
89,2.7944486221652607
90,3.0784617721092093
91,3.293276752480872
92,3.553594098848645
93,2.4979921431371075
94,2.770325261671303
95,2.3313617915682134
96,3.2654720135353896
97,2.6732359133690644
98,2.857378649988279
99,2.924233905285693
100,2.1004685453445844
101,2.300576857162138
102,2.0197523148989838
103,3.992567199458169
104,2.6304430482602528
105,2.278028839061687
106,2.110515597390272
107,2.8022692263917826
108,2.22166933369922
109,2.6119110240557455
110,2.7095361507732583
111,1.73925351401918
112,2.8711560715560167
113,2.4323949098131945
114,2.556857713778442
115,2.3335028913051956
116,2.972157686877727
117,3.1986519795781114
118,2.2935918149361796
119,3.0114906000495596
120,2.7148770013127685
121,2.301856976234942
122,3.8190892954078763
123,2.9641897931955374
124,2.566847128925816
125,2.64541371934265
126,2.7932468431840167
127,2.451959730996456
128,3.209222093199396
129,2.9362058594186213
130,2.4716926126292496
131,2.3343473196632165
132,2.935210425935828
133,2.260342399385116
134,3.6943382892272094
135,2.4306384406128774
136,2.563275061515137
137,2.950505076152023
138,2.1367660960177037
139,1.7588829561458916
140,2.5565257245554367
141,3.182100642715252
142,1.4817261202402763
143,2.250692656695058
144,2.819245797119744
145,2.4194089479473293
146,1.8210804393352156
147,2.571199942211648
148,2.975083626954901
149,2.8506879768934885
150,2.7563127123436977
151,3.1087270824122846
152,2.619540729770351
153,2.9842047028543828
154,2.5260403588428546
155,2.3149723027476856
156,3.2218951616168825
157,2.3004059830707617
158,2.944138368498378
159,2.8356044768559356
160,2.761544972310925
161,2.6525548860169055
162,2.688134297185494
163,1.6433446329499326
164,2.617377050767507
165,2.991182680003227
166,3.0897464651457374
167,3.0725553685154097
168,3.019654378638724
169,3.473831631608379
170,2.6990015022002787
171,2.4741826788683077
172,2.6703560453942403
173,3.2709939009385045
174,2.909797562001578
175,2.832470469717671
176,2.954379548822257
177,3.011105727913263
178,2.712275274562886
179,2.7975434995730786
180,3.239584832388282
181,2.317407817157361
182,2.791981576737252
183,2.3476098784713795
184,1.7359321819604692
185,2.041229824954666
186,3.3376103498803866
187,2.614655799179083
